,Titres,Format Prix,Evaluations (sur 5),Nombre d'√©valuations,Liens
127,"Affirmations, guidances positives et prières: Augmentez votre fréquence de vibration pour utiliser la Loi de l’attraction (La Loi de l'attraction)","['Format Kindle 3,00€€', 'Broché 6,99€€']","4,5",487,https://www.amazon.fr//Affirmations-guidances-positives-pri%C3%A8res-lattraction-ebook/dp/B08F4FVT78/ref=sr_1_156?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-156
128,Mon Régime Paléo: 4 semaines de recettes pour découvrir le régime Paléo,"['Format Kindle 5,33€€', 'Broché 14,66€€']","4,1",22,https://www.amazon.fr//Mon-R%C3%A9gime-Pal%C3%A9o-semaines-d%C3%A9couvrir/dp/1537643452/ref=sr_1_157?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-157
129,Healthy vegan (HEALTHY),"['Relié 29,95€€']","4,5",131,https://www.amazon.fr//Healthy-vegan-Marie-Laforet/dp/2842214684/ref=sr_1_158?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-158
130,LE REGIME IG BAS,"['Relié 19,95€€', 'Format Kindle 14,99€€']","4,5",113,https://www.amazon.fr//REGIME-BAS-Marie-Laure-Andr%C3%A9/dp/2017084484/ref=sr_1_159?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-159
131,IG BAS: Nouvelle édition,"['Relié 9,95€€', 'Format Kindle 7,99€€', 'Broché  9,86€€']","4,5",409,https://www.amazon.fr//IG-BAS-Nouvelle-Marie-Laure-Andr%C3%A9/dp/2017089419/ref=sr_1_160?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-160
132,Calendrier 365 recettes au robot cuiseur - L'Année à Bloc,"['Broché 11,90€€']","4,1",151,https://www.amazon.fr//Calendrier-365-recettes-robot-cuiseur/dp/2809663793/ref=sr_1_161?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-161
133,Recettes faciles pour tous les jours avec companion (Les petits Moulinex/Seb),"['Format Kindle 7,99€€', 'Broché 9,95€€']","4,5",627,https://www.amazon.fr//Recettes-faciles-companion-petits-Moulinex-ebook/dp/B07KT5DCJ2/ref=sr_1_162?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-162
134,"Mes Recettes de Jus de Légumes Minceur: Livre recette extracteur de jus a remplir pour detox, jeune, cuisiner simple ou pour le plaisir du gout. ... pour maigrir ou manger léger | 100 recettes","['Broché 6,99€€']",None,None,https://www.amazon.fr//Mes-Recettes-Jus-L%C3%A9gumes-Minceur/dp/B08KQXVFKM/ref=sr_1_163?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-163
135,"Jus de Légumes Recettes: Livre recette extracteur de jus a remplir pour detox, jeune, cuisiner simple ou pour le plaisir du gout. Carnet de jus de ... pour maigrir ou manger léger | 100 recettes","['Broché 6,99€€']",None,None,https://www.amazon.fr//Jus-L%C3%A9gumes-Recettes-extracteur-cuisiner/dp/B08KQRF3S1/ref=sr_1_164?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-164
136,Régime Cétogène: Perdre jusqu’à 10kg en quelques jours,"['Broché 7,87€€', 'Format Kindle 2,99€€']","3,2",109,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A026254834VHE5WAX6WDJ&url=%2FR%25C3%25A9gime-C%25C3%25A9tog%25C3%25A8ne-Perdre-jusqu%25C3%25A0-quelques%2Fdp%2F1975650492%2Fref%3Dsr_1_165_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618529738%26sr%3D8-165-spons%26psc%3D1&qualifier=1618529738&id=2692602657419163&widgetName=sp_mtf
137,Mon Agenda minceur: objectif 90 jours journal motivant de suivi de regime 100 pages format pratique A5,"['Broché 6,99€€']","3,0",1,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A08406002KUTCSW2IWF9H&url=%2FMon-Agenda-minceur-objectif-motivant%2Fdp%2FB08NTST58K%2Fref%3Dsr_1_166_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618529738%26sr%3D8-166-spons%26psc%3D1&qualifier=1618529738&id=2692602657419163&widgetName=sp_mtf
138,"LE RÉGIME ANTI-INFLAMMATOIRE: Programme de 10 semaines et plus de 200 recettes de guérison pour lutter contre l'inflammation et renforcer votre système immunitaire, du petit-déjeuner au dîner","['Format Kindle 7,97€€', 'Broché 15,81€€']","3,6",15,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A08841553ELT6Y3AH4S2D&url=%2FR%25C3%2589GIME-ANTI-INFLAMMATOIRE-linflammation-immunitaire-petit-d%25C3%25A9jeuner%2Fdp%2FB08W7SQGCG%2Fref%3Dsr_1_167_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618529738%26sr%3D8-167-spons%26psc%3D1&qualifier=1618529738&id=2692602657419163&widgetName=sp_mtf
139,La méthode 10/10 : ce livre fait perdre 10 kg et vivre 10 ans de plus,"['Format Kindle 9,99€€', 'Broché 24,90€€']","3,7",649,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A03759771BJ25AE9X5VX7&url=%2Fm%25C3%25A9thode-10-livre-perdre-vivre%2Fdp%2FB01LR5C5B8%2Fref%3Dsr_1_168_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618529738%26sr%3D8-168-spons%26psc%3D1&qualifier=1618529738&id=2692602657419163&widgetName=sp_mtf
140,Hélène Ségara : mes recettes 100 % plaisir et bien-être,"['Relié 15,90€€']","3,9",89,https://www.amazon.fr//H%C3%A9l%C3%A8ne-S%C3%A9gara-recettes-plaisir-bien-%C3%AAtre/dp/250113625X/ref=sr_1_169?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-169
141,Recettes inratables au robot-cuiseur !,"['Relié 15,95€€', 'Format Kindle 10,99€€']","4,6",972,https://www.amazon.fr//Recettes-inratables-robot-cuiseur-%C3%89lise-Delprat-Alvar%C3%A8s/dp/2035934214/ref=sr_1_170?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-170
142,"Le Régime Cétogène: Perdez du poids efficacement avec le régime cétogène - inclus un programme de 14 jours, idéal aussi bien pour les débutants que pour les connaisseurs","['Broché 7,95€€', 'Format Kindle 3,95€€']","3,7",393,https://www.amazon.fr//R%C3%A9gime-C%C3%A9tog%C3%A8ne-efficacement-programme-connaisseurs/dp/B087SN2SSW/ref=sr_1_171?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-171
143,"365 recettes au Thermomix - Des plus simples aux plus créatives, pour les soirs de semaine ou pour l","['Relié 27,00€€']","4,4",261,https://www.amazon.fr//365-recettes-Thermomix-cr%C3%A9atives-week-end/dp/2263158618/ref=sr_1_172?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-172
144,Mes petites recettes magiques aux protéines végétales,"['Broché 6,00€€', 'Poche 6,00€€', 'Format Kindle 4,99€€']","4,1",57,https://www.amazon.fr//Petites-Recettes-aux-Proteines-Vegetales/dp/B079F9D91T/ref=sr_1_173?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-173
145,Recettes minceur,"['Relié 11,05€€']","4,1",2,https://www.amazon.fr//Recettes-minceur-Collectif/dp/2035851785/ref=sr_1_174?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-174
146,Recettes Allégées au Thermomix,"['Broché 9,89€€', 'Format Kindle 4,90€€']",None,None,https://www.amazon.fr//Recettes-All%C3%A9g%C3%A9es-au-Thermomix-Fealty/dp/B0914PW38G/ref=sr_1_175?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-175
147,Mes petites recettes magiques - Yaourts et laits fermentés,"['Broché 6,00€€']","4,2",345,https://www.amazon.fr//petites-recettes-magiques-yaourts-ferment%C3%A9s/dp/B06XXW9CCN/ref=sr_1_176?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-176
148,Mes petites recettes magiques sans gluten et sans lactose,"['Broché 6,00€€', 'Poche 11,14€€']","4,2",381,https://www.amazon.fr//petites-recettes-magiques-gluten-lactose/dp/B0789TBXGT/ref=sr_1_177?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-177
149,"Le grand livre de l'alimentation anti-inflammatoire: Arthrose, Alzheimer, cancer, asthme, obésité... Les meilleurs ingrédients et recettes pour prévenir l'inflammation chronique","['Broché 18,00€€', 'Format Kindle 10,99€€']","4,5",111,https://www.amazon.fr//grand-livre-lalimentation-anti-inflammatoire-linflammation-ebook/dp/B07JQ2KY4J/ref=sr_1_178?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-178
150,Méthode Montignac 50 desserts légers pour maigrir !,"['Broché 14,90€€']","3,6",7,https://www.amazon.fr//M%C3%A9thode-Montignac-desserts-l%C3%A9gers-maigrir/dp/2359344773/ref=sr_1_179?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-179
151,"L'assiette du sportif: Recettes équilibrées avant/pendant et après l'effort, Conseils nutritionnels pour être au top, Idéa","['Broché 19,95€€', 'Format Kindle 14,99€€']","4,5",253,https://www.amazon.fr//Lassiette-sportif-Recettes-%C3%A9quilibr%C3%A9es-nutritionnels/dp/2011356245/ref=sr_1_180?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-180
152,Boissons Détox,"['Broché 5,95€€', 'Format Kindle 4,49€€']","3,8",7,https://www.amazon.fr//Boissons-D%C3%A9tox-Collectif/dp/2017084379/ref=sr_1_181?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-181
153,PLANCHA MINCEUR,"['Broché 7,50€€']","3,8",3,https://www.amazon.fr//PLANCHA-MINCEUR-LILIANE-OTAL/dp/2817704185/ref=sr_1_182?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-182
154,Petit livre - Recettes minceur,"['Broché 2,99€€']",None,None,https://www.amazon.fr//Petit-livre-Recettes-Catherine-POGGI/dp/2412034303/ref=sr_1_183?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-183
155,L'assiette de bébé: Conseils pratiques et recettes d'une Naturopathe,"['Broché 19,95€€', 'Format Kindle 14,99€€']","4,3",38,https://www.amazon.fr//Lassiette-b%C3%A9b%C3%A9-Conseils-pratiques-Naturopathe/dp/2016258098/ref=sr_1_184?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-184
156,"100 bowls minceur: Recettes à moins de 300, 400 ou 600 calories pour construire votre propre programme minceur","['Broché 16,21€€']","4,4",19,https://www.amazon.fr//100-bowls-minceur-construire-programme/dp/2501122046/ref=sr_1_185?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-185
157,Cuisiner sans lait !,"['Poche 22,00€€']","4,1",36,https://www.amazon.fr//Cuisiner-sans-lait-Marie-Chioca/dp/2360981846/ref=sr_1_186?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-186
158,Cuisine italienne et sans gluten !,"['Broché 14,00€€']","4,5",34,https://www.amazon.fr//Cuisine-italienne-sans-gluten-recettes/dp/2360983520/ref=sr_1_187?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-187
159,La Méthode hépato-détox: Mincir durablement et sans danger grâce au foie,"['Format Kindle 13,99€€', 'Broché 19,90€€']","4,3",359,https://www.amazon.fr//M%C3%A9thode-h%C3%A9pato-d%C3%A9tox-Mincir-durablement-danger-ebook/dp/B07XLD4NL3/ref=sr_1_188?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-188
160,Ma petite saladerie à la maison,"['Broché 12,00€€']","4,4",55,https://www.amazon.fr//Ma-petite-saladerie-%C3%A0-maison/dp/2360983946/ref=sr_1_189?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-189
161,"LE RÉGIME ANTI-INFLAMMATOIRE: Programme de 10 semaines et plus de 200 recettes de guérison pour lutter contre l'inflammation et renforcer votre système immunitaire, du petit-déjeuner au dîner","['Format Kindle 7,97€€', 'Broché 15,81€€']","3,6",15,https://www.amazon.fr//R%C3%89GIME-ANTI-INFLAMMATOIRE-linflammation-immunitaire-petit-d%C3%A9jeuner/dp/B08W7SQGCG/ref=sr_1_190?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-190
162,Smoothies et cie avec l'Ultrablend cook,"['Format Kindle 7,99€€', 'Broché 9,95€€']","4,5",68,https://www.amazon.fr//Smoothies-cie-avec-lUltrablend-cook/dp/2035955823/ref=sr_1_191?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-191
163,Mes recettes powerbiotiques - Préservez votre microbiote - Stimulez les superpouvois,"['Broché 22,90€€', 'Format Kindle 15,99€€']","4,6",7,https://www.amazon.fr//Mes-recettes-powerbiotiques-Marion-Kaplan/dp/2813223581/ref=sr_1_192?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-192
164,I love ma cuisine au Thermomix,"['Broché 19,90€€']","4,3",34,https://www.amazon.fr//love-cuisine-Thermomix-COLLECTIF/dp/226315552X/ref=sr_1_194?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-194
165,Régime Cétogène: Challenge 14 jours,"['Format Kindle 2,99€€', 'Broché 6,99€€']","3,8",123,https://www.amazon.fr//R%C3%A9gime-C%C3%A9tog%C3%A8ne-Challenge-14-jours/dp/1975651332/ref=sr_1_195?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-195
166,"Miam-ô-5, Miam-ô-fruit: 80 recettes dynamisantes, faciles et pas chères","['Format Kindle 11,99€€', 'Broché 15,90€€']",None,None,https://www.amazon.fr//Miam-%C3%B4-5-Miam-%C3%B4-fruit-recettes-dynamisantes-faciles/dp/2268105253/ref=sr_1_196?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-196
167,Agenda minceur 90 jours - mon suivi alimentaire détaillé: v2-1 Cahier régime | 90 jours pour maigrir | carnet regime à compléter sur 90 jours | 21cm x ... broché | planificateur fond gris anthracite,"['Broché 7,99€€']",None,None,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A0855182SSS683KFQT2I&url=%2FAgenda-minceur-jours-alimentaire-planificateur%2Fdp%2FB08C94RKBT%2Fref%3Dsr_1_197_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618529738%26sr%3D8-197-spons%26psc%3D1&qualifier=1618529738&id=2692602657419163&widgetName=sp_btf
168,"Le Régime Cétogène: Perdez du poids efficacement avec le régime cétogène - inclus un programme de 14 jours, idéal aussi bien pour les débutants que pour les connaisseurs","['Broché 7,95€€', 'Format Kindle 3,95€€']","3,7",393,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A09823072S7BINM3N0QL3&url=%2FR%25C3%25A9gime-C%25C3%25A9tog%25C3%25A8ne-efficacement-programme-connaisseurs%2Fdp%2FB087SN2SSW%2Fref%3Dsr_1_198_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618529738%26sr%3D8-198-spons%26psc%3D1&qualifier=1618529738&id=2692602657419163&widgetName=sp_btf
169,Mincir sainement avec le régime Okinawa: Les secrets pour vivre en forme jusqu’à 100 ans et plus - Inclus 21 recettes minceur,"['Broché 8,99€€', 'Format Kindle 4,99€€']","3,9",104,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A040933810YLKLVJPA4UE&url=%2FMincir-sainement-avec-r%25C3%25A9gime-Okinawa-ebook%2Fdp%2FB01B4MIVXU%2Fref%3Dsr_1_199_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618529738%26sr%3D8-199-spons%26psc%3D1&qualifier=1618529738&id=2692602657419163&widgetName=sp_btf
170,La Pâtisserie: Place à la gourmandise !,"['Format Kindle 4,99€€']","4,1",6,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A02801011MMG1QATQ3CTM&url=%2FP%25C3%25A2tisserie-Place-%25C3%25A0-gourmandise-ebook%2Fdp%2FB08P3HRWRV%2Fref%3Dsr_1_201_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618529738%26sr%3D8-201-spons%26psc%3D1&qualifier=1618529738&id=2692602657419163&widgetName=sp_btf
171,Carnet suivi perte de poids | Fitness Edition - 365 jours suivi simple et efficace : Suivre chaque jour l’évolution de vos objectifs minceur ou santé,"['Broché 6,93€€']","3,9",3,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A034455636K5FBE5RY1MC&url=%2FCarnet-suivi-perte-poids-Fitness%2Fdp%2FB08HGNS644%2Fref%3Dsr_1_203_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618529738%26sr%3D8-203-spons%26psc%3D1&qualifier=1618529738&id=2692602657419163&widgetName=sp_btf
172,Top Recettes - Livre de recettes à remplir: v1-2 Carnet de recettes à personnaliser | 125 pages 60 fiches recettes sur 2 pages | Grand Format | fond marron,"['Broché 7,99€€']",None,None,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A091060531SPUF3E68E3L&url=%2FTop-Recettes-recettes-remplir-personnaliser%2Fdp%2FB08B325DZD%2Fref%3Dsr_1_204_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618529738%26sr%3D8-204-spons%26psc%3D1&qualifier=1618529738&id=2692602657419163&widgetName=sp_btf
173,"L'Assiette paléo, 101 recettes spécial force et endurance","['Broché 16,90€€', 'Format Kindle 11,99€€']","4,3",159,https://www.amazon.fr//LAssiette-pal%C3%A9o-recettes-sp%C3%A9cial-endurance/dp/2365491073/ref=sr_1_193?dchild=1&keywords=livre+recettes+minceur&qid=1618529740&sr=8-193
174,Le Carnet du Chef: Carnet de Cuisine à remplir soi-même: le Cahier de Cuisine comporte 233 Pages pour 112 Recettes au format A4,"['Broché 7,73€€']",None,None,https://www.amazon.fr//Carnet-Chef-soi-m%C3%AAme-comporte-Recettes/dp/B08QSTG397/ref=sr_1_194?dchild=1&keywords=livre+recettes+minceur&qid=1618529740&sr=8-194
175,SIMPLISSIME - Recettes végétariennes et vegan: Les recettes végétariennes et vegan les plus faciles du monde,"['Format Kindle 10,99€€', 'Relié 14,95€€']","4,5",497,https://www.amazon.fr//SIMPLISSIME-Recettes-v%C3%A9g%C3%A9tariennes-recettes-faciles/dp/2016261749/ref=sr_1_195?dchild=1&keywords=livre+recettes+minceur&qid=1618529740&sr=8-195
176,Recettes faciles pour tous les jours avec companion (Les petits Moulinex/Seb),"['Format Kindle 7,99€€', 'Broché 9,95€€']","4,5",627,https://www.amazon.fr//Recettes-faciles-companion-petits-Moulinex-ebook/dp/B07KT5DCJ2/ref=sr_1_196?dchild=1&keywords=livre+recettes+minceur&qid=1618529740&sr=8-196
177,"Sarrasin, l'alternative sans gluten (SARR)","['Broché 23,33€€', 'Poche 9,95€€']","4,5",26,https://www.amazon.fr//Sarrasin-lalternative-sans-gluten-Clemence/dp/2842213998/ref=sr_1_197?dchild=1&keywords=livre+recettes+minceur&qid=1618529740&sr=8-197
178,mes recettes minceur: Cahier de recettes de régime à remplir pour perte de poids - Livre de cuisine personnalisé à écrire plus de 50 recettes,"['Broché 6,99€€']",None,None,https://www.amazon.fr//mes-recettes-minceur-remplir-personnalis%C3%A9/dp/B0882PKNTS/ref=sr_1_198?dchild=1&keywords=livre+recettes+minceur&qid=1618529740&sr=8-198
179,40 Recettes de Smoothie faciles pour tous les jours: De la recette hypocalorique à la bombe à énergie pure,"['Format Kindle 4,99€€', 'Broché 5,99€€']","3,6",11,https://www.amazon.fr//Recettes-Smoothie-faciles-pour-jours/dp/1722809841/ref=sr_1_199?dchild=1&keywords=livre+recettes+minceur&qid=1618529740&sr=8-199
180,"Mes Recettes de Jus de Légumes Detox: Livre recette extracteur de jus a remplir pour detox, jeune, cuisiner simple ou pour le plaisir du gout. Carnet ... pour maigrir ou manger léger | 100 recettes","['Broché 6,99€€']","3,0",1,https://www.amazon.fr//Mes-Recettes-Jus-L%C3%A9gumes-Detox/dp/B08KQTT2CK/ref=sr_1_200?dchild=1&keywords=livre+recettes+minceur&qid=1618529740&sr=8-200
181,Cuisine détox 120 recettes pour décoller du canapé,"['Relié 15,95€€', 'Format Kindle 10,99€€']","4,4",17,https://www.amazon.fr//Cuisine-d%C3%A9tox-recettes-d%C3%A9coller-canap%C3%A9/dp/2035950155/ref=sr_1_201?dchild=1&keywords=livre+recettes+minceur&qid=1618529740&sr=8-201
182,Recettes à l'extracteur,"['Format Kindle 5,99€€', 'Broché 7,99€€']","4,3",18,https://www.amazon.fr//Recettes-%C3%A0-lextracteur-Marjolaine-Daguerre/dp/2013350570/ref=sr_1_202?dchild=1&keywords=livre+recettes+minceur&qid=1618529740&sr=8-202
183,L'intégrale des recettes illustrées Dukan pour réussir la méthode,"['Broché  27,99€€']","4,3",256,https://www.amazon.fr//Lint%C3%A9grale-recettes-illustr%C3%A9es-r%C3%A9ussir-m%C3%A9thode/dp/2081238101/ref=sr_1_203?dchild=1&keywords=livre+recettes+minceur&qid=1618529740&sr=8-203
184,Bowls Fait Maison repas minceur & équilibrés 80 fiches recettes à remplir: Livre de cuisine à compléter⎪fiches préformatées ⎪bouddha bowl bowlcake poke bowl⎪grande format,"['Broché 8,99€€']",None,None,https://www.amazon.fr//Maison-minceur-%C3%A9quilibr%C3%A9s-recettes-remplir/dp/B08NZ5V184/ref=sr_1_204?dchild=1&keywords=livre+recettes+minceur&qid=1618529740&sr=8-204
185,Maigrir à vue d'oeil,"['Broché 20,00€€', 'Format Kindle 13,99€€']","3,8",92,https://www.amazon.fr//Maigrir-doeil-Docteur-Claude-Chauchard/dp/2813220159/ref=sr_1_205?dchild=1&keywords=livre+recettes+minceur&qid=1618529740&sr=8-205
186,Low carb. 101 recettes pauvres en glucides,"['Format Kindle 12,99€€', 'Broché 19,90€€']","4,1",130,https://www.amazon.fr//Low-carb-recettes-pauvres-glucides/dp/236549207X/ref=sr_1_206?dchild=1&keywords=livre+recettes+minceur&qid=1618529740&sr=8-206
187,Régime cétogène pour débutants: Défi de 21 jours et 55 recettes savoureuses - Comment transformer votre corps en une machine à brûler les graisses pour vivre plus sainement et augmenter votre énergie,"['Broché 9,99€€', 'Format Kindle 4,99€€']","3,7",263,https://www.amazon.fr//R%C3%A9gime-c%C3%A9tog%C3%A8ne-pour-d%C3%A9butants-savoureuses/dp/1091401918/ref=sr_1_207?dchild=1&keywords=livre+recettes+minceur&qid=1618529740&sr=8-207
188,Le grand livre de l'alimentation cétogène,"['Broché 23,95€€', 'Format Kindle 7,99€€']","4,5",1221,https://www.amazon.fr//grand-livre-lalimentation-c%C3%A9tog%C3%A8ne/dp/2365492452/ref=sr_1_208?dchild=1&keywords=livre+recettes+minceur&qid=1618529740&sr=8-208
189,Mes petites recettes magiques cétogènes,"['Broché 6,00€€', 'Format Kindle 4,99€€']","4,0",267,https://www.amazon.fr//petites-recettes-magiques-c%C3%A9tog%C3%A8nes-graisses/dp/B071HXBT7C/ref=sr_1_209?dchild=1&keywords=livre+recettes+minceur&qid=1618529740&sr=8-209
190,le Gourmet - Crèmes Glacées & Sorbets: Carnet de Cuisine e@syBook pour y noter 100 de mes Recettes en toute Simplicité,"['Broché 6,32€€']",None,None,https://www.amazon.fr//Gourmet-Glac%C3%A9es-Sorbets-Recettes-Simplicit%C3%A9/dp/B08BW8LY5W/ref=sr_1_210?dchild=1&keywords=livre+recettes+minceur&qid=1618529740&sr=8-210
191,"Le grand livre de l'alimentation anti-inflammatoire: Arthrose, Alzheimer, cancer, asthme, obésité... Les meilleurs ingrédients et recettes pour prévenir l'inflammation chronique","['Broché 18,00€€', 'Format Kindle 10,99€€']","4,5",111,https://www.amazon.fr//grand-livre-lalimentation-anti-inflammatoire-linflammation-ebook/dp/B07JQ2KY4J/ref=sr_1_211?dchild=1&keywords=livre+recettes+minceur&qid=1618529740&sr=8-211
192,Recettes minceur - Tous en cuisine !,"['Broché 4,99€€']","4,2",3,https://www.amazon.fr//Recettes-minceur-Tous-en-cuisine/dp/2263160043/ref=sr_1_212?dchild=1&keywords=livre+recettes+minceur&qid=1618529740&sr=8-212
