,Titres,Format Prix,Evaluations (sur 5),Nombre d'évaluations,Liens
0,LA BIBLE DU FOUR: 500 Recettes incontournables Pour cuisiner au quotidien,"['Broché 12,90€€', 'Format Kindle 5,99€€']","3,0",2,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A03089651HHFCTPYGXHLT&url=%2FBIBLE-DU-FOUR-incontournables-quotidien%2Fdp%2FB08FNJK61W%2Fref%3Dsr_1_49_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brobot%2Brecettes%2Bminceur%26qid%3D1618535335%26sr%3D8-49-spons%26psc%3D1&qualifier=1618535335&id=4249260215195297&widgetName=sp_atf_next
1,"Régime Cétogène: Le Guide Complet pour Perdre du Poids, Améliorer votre Mode de Vie Grâce à un Plan Alimentaire Comprenant des Recettes à IG Bas que vous Pourrez Combiner avec le Jeûne Intermittent","['Broché 13,61€€', 'Format Kindle 5,99€€']","4,5",15,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A00500992K18Q98JCLTCE&url=%2FR%25C3%25A9gime-C%25C3%25A9tog%25C3%25A8ne-Alimentaire-Comprenant-Intermittent%2Fdp%2FB08DSSZFV3%2Fref%3Dsr_1_50_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brobot%2Brecettes%2Bminceur%26qid%3D1618535335%26sr%3D8-50-spons%26psc%3D1&qualifier=1618535335&id=4249260215195297&widgetName=sp_atf_next
2,Bowlfood Minceur - Mes petites recettes à index glycémiques bas,"['Broché 14,90€€']","3,7",17,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A05498852YZLWFQYRWK03&url=%2FBowlfood-Minceur-petites-recettes-glyc%25C3%25A9miques%2Fdp%2F2359344749%2Fref%3Dsr_1_51_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brobot%2Brecettes%2Bminceur%26qid%3D1618535335%26sr%3D8-51-spons%26psc%3D1&qualifier=1618535335&id=4249260215195297&widgetName=sp_atf_next
3,Les Bienfaits des aliments lactofermentés,"['Broché 14,90€€']","4,8",8,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A0549697G6N80QXFQFC7&url=%2FBienfaits-aliments-lactoferment%25C3%25A9s-Philippe-Chavanne%2Fdp%2F2359344730%2Fref%3Dsr_1_52_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brobot%2Brecettes%2Bminceur%26qid%3D1618535335%26sr%3D8-52-spons%26psc%3D1&qualifier=1618535335&id=4249260215195297&widgetName=sp_atf_next
4,Recettes friteuse à air: Découvrez la cuisine rapide avec 101 recettes friteuse sans huile ; Recettes faciles et délicieuses pour des repas rapides et sains (livre de cuisine facile),"['Broché 9,90€€', 'Format Kindle 3,99€€']","3,7",176,https://www.amazon.fr//Recettes-friteuse-air-D%C3%A9couvrez-d%C3%A9licieuses/dp/1796390879/ref=sr_1_53?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-53
5,Un chef dans ma cuisine avec Thermomix: 9 chefs revisitent les meilleures recette Thermomix !,"['Format Kindle 33,99€€', 'Relié 34,95€€']","4,7",120,https://www.amazon.fr//chef-dans-cuisine-avec-Thermomix/dp/2035955807/ref=sr_1_54?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-54
6,Recettes au Thermomix,"['Broché 6,95€€']","4,2",51,https://www.amazon.fr//Recettes-au-Thermomix-Sylvie-Girard/dp/2263159967/ref=sr_1_55?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-55
7,Ma boulangerie maison avec Companion,"['Format Kindle 7,99€€', 'Broché 9,95€€']","4,6",503,https://www.amazon.fr//Ma-boulangerie-maison-avec-Companion/dp/2035970350/ref=sr_1_56?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-56
8,"En 1 heure, je cuisine mes lunchs box pour toute la semaine","['Broché 19,95€€']","4,3",216,https://www.amazon.fr//heure-cuisine-lunchs-toute-semaine/dp/2017084581/ref=sr_1_57?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-57
9,Hélène Ségara : mes recettes 100 % plaisir et bien-être,"['Relié 15,90€€']","3,9",89,https://www.amazon.fr//H%C3%A9l%C3%A8ne-S%C3%A9gara-recettes-plaisir-bien-%C3%AAtre/dp/250113625X/ref=sr_1_58?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-58
10,20 minutes en cuisine avec Companion,"['Format Kindle 7,99€€', 'Broché 9,95€€']","4,5",155,https://www.amazon.fr//20-minutes-cuisine-avec-Companion/dp/2035986273/ref=sr_1_59?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-59
11,WW Healthy Kitchen - Apéros super facile,"['Broché 7,95€€']","4,2",64,https://www.amazon.fr//WW-Healthy-Kitchen-Ap%C3%A9ros-facile/dp/2501149092/ref=sr_1_60?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-60
12,"90 Recettes Cookeo Incontournables au Quotidien: Les meilleures recettes à réaliser, courtes et rapides au quotidien.","['Broché 9,92€€', 'Format Kindle 4,90€€']","3,9",38,https://www.amazon.fr//Recettes-Cookeo-Incontournables-Quotidien-meilleures-ebook/dp/B0852PT4ZM/ref=sr_1_61?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-61
13,Desserts faciles avec Companion,"['Format Kindle 7,99€€', 'Broché 9,95€€']","4,6",273,https://www.amazon.fr//Desserts-faciles-Companion-Juliette-Lalbaltry/dp/203597013X/ref=sr_1_62?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-62
14,Simplissime: Le livre de cuisine le + facile du monde,"['Relié 19,95€€', 'Format Kindle 14,99€€']","4,4",1737,https://www.amazon.fr//Simplissime-livre-cuisine-facile-monde/dp/2013963653/ref=sr_1_63?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-63
15,Desserts gourmands avec Thermomix,"['Relié 29,95€€', 'Format Kindle 28,99€€']","4,7",154,https://www.amazon.fr//Desserts-gourmands-Thermomix-B%C3%A9reng%C3%A8re-Abraham/dp/2035969662/ref=sr_1_64?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-64
16,Apéritifs dînatoires avec Thermomix,"['Relié 29,95€€', 'Format Kindle 28,99€€']","4,7",191,https://www.amazon.fr//Ap%C3%A9ritifs-d%C3%AEnatoires-Thermomix-ISABELLE-GUERRE/dp/2035969468/ref=sr_1_65?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-65
17,Plats du soir avec Companion,"['Format Kindle 7,99€€', 'Broché 9,95€€']","4,6",173,https://www.amazon.fr//Plats-du-soir-avec-Companion/dp/2035970113/ref=sr_1_66?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-66
18,Mimi cuisine : Mes recettes de saison au cookeo,"['Relié 19,95€€']","4,6",282,https://www.amazon.fr//Mes-recettes-saison-au-cookeo/dp/2035970156/ref=sr_1_67?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-67
19,Recettes du monde avec Cookeo,"['Format Kindle 7,99€€', 'Broché 9,95€€']","4,6",523,https://www.amazon.fr//Recettes-du-monde-avec-Cookeo/dp/2035970083/ref=sr_1_68?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-68
20,"Sarrasin, l'alternative sans gluten (SARR)","['Poche 9,95€€', 'Broché 23,33€€']","4,5",26,https://www.amazon.fr//Sarrasin-lalternative-sans-gluten-Clemence/dp/2842213998/ref=sr_1_69?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-69
21,Je cuisine avec un robot cuiseur - Spécial végétarien,"['Broché 9,90€€']","4,2",71,https://www.amazon.fr//cuisine-avec-robot-cuiseur-v%C3%A9g%C3%A9tarien/dp/2501125177/ref=sr_1_70?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-70
22,Recettes saines et gourmandes : Pour changer le quotidien,"['Broché 1,50€€']","4,2",172,https://www.amazon.fr//petits-marabout-Weight-Watchers/dp/2501142241/ref=sr_1_71?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-71
23,I love mes recettes avec le robot Monsieur Cuisine,"['Broché 15,90€€']","4,5",278,https://www.amazon.fr//love-recettes-robot-Monsieur-Cuisine/dp/2263170049/ref=sr_1_72?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-72
24,"Cahier de mes Recettes de Soupes Asiatiques: Livre pour écrire ses recettes de potages, veloutés, gaspachos,… préférées | Carnet de 60 Fiches à ... de soupes froides et chaudes fait maison","['Broché 7,99€€']",None,None,https://www.amazon.fr//Cahier-mes-Recettes-Soupes-Asiatiques/dp/B08KT1L2HP/ref=sr_1_73?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-73
25,Healthy Kitchen - Mes menus de Batchcooking: Je cuisine pour la semaine en seulement 2h le week-end - Smartpoint inclus,"['Broché 19,90€€']","4,1",163,https://www.amazon.fr//Healthy-Kitchen-Batchcooking-seulement-Smartpoint/dp/2501138902/ref=sr_1_74?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-74
26,"101 Recettes Thermomix Faciles et Rapides: De l'apéritif au dessert, pour toute la famille","['Broché 25,32€€', 'Format Kindle 3,99€€']","3,8",97,https://www.amazon.fr//101-Recettes-Thermomix-Faciles-Rapides/dp/1549905910/ref=sr_1_75?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-75
27,"LES MEILLEURES RECETTES DE MAMAN: LES ALBUMS DE LA VIE VOUS PRESENTE : CARNET DE RECETTE ET DE CUISINE A REMPLIR | GRAND FORMAT 21,5 X 27,9 | A ... A OFFRIR POUR MAMAN OU MAMIE | ORIGINAL |","['Broché 9,99€€']",None,None,https://www.amazon.fr//MEILLEURES-RECETTES-MAMAN-PRESENTE-ORIGINAL/dp/B0884JR5FY/ref=sr_1_76?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-76
28,Boissons remèdes,"['Broché 10,50€€']","4,7",14,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A08149252LI8N3YNOX2AY&url=%2FBoissons-rem%25C3%25A8des-Anne-Mcintyre%2Fdp%2F2761948297%2Fref%3Dsr_1_77_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brobot%2Brecettes%2Bminceur%26qid%3D1618535335%26sr%3D8-77-spons%26psc%3D1&qualifier=1618535335&id=4249260215195297&widgetName=sp_mtf
29,Agenda minceur 90 jours - mon suivi alimentaire détaillé: v2-1 Cahier régime | 90 jours pour maigrir | carnet regime à compléter sur 90 jours | 21cm x ... broché | planificateur fond gris anthracite,"['Broché 7,99€€']",None,None,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A08297751Q8OW6YQJ6ONW&url=%2FAgenda-minceur-jours-alimentaire-planificateur%2Fdp%2FB08C94RKBT%2Fref%3Dsr_1_78_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brobot%2Brecettes%2Bminceur%26qid%3D1618535335%26sr%3D8-78-spons%26psc%3D1&qualifier=1618535335&id=4249260215195297&widgetName=sp_mtf
30,Mincir sainement avec le régime Okinawa: Les secrets pour vivre en forme jusqu’à 100 ans et plus - Inclus 21 recettes minceur,"['Format Kindle 4,99€€', 'Broché 8,99€€']","3,9",104,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A040933810YLKLVJPA4UE&url=%2FMincir-sainement-avec-r%25C3%25A9gime-Okinawa-ebook%2Fdp%2FB01B4MIVXU%2Fref%3Dsr_1_79_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brobot%2Brecettes%2Bminceur%26qid%3D1618535335%26sr%3D8-79-spons%26psc%3D1&qualifier=1618535335&id=4249260215195297&widgetName=sp_mtf
31,Cookeo : Ma cuisine au Robot cuiseur: Recettes Inratables au Quotidien Rapides et faciles,"['Broché 9,95€€']",None,None,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A00242342AHRMQK5ESKB0&url=%2FCookeo-cuisine-Recettes-Inratables-Quotidien%2Fdp%2FB091WJBHKR%2Fref%3Dsr_1_80_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brobot%2Brecettes%2Bminceur%26qid%3D1618535335%26sr%3D8-80-spons%26psc%3D1&qualifier=1618535335&id=4249260215195297&widgetName=sp_mtf
32,Cuisiner avec Thermomix,"['Relié 29,95€€', 'Format Kindle 28,99€€']","4,4",159,https://www.amazon.fr//Cuisiner-avec-Thermomix-%C3%89lise-Delprat-Alvar%C3%A8s/dp/2035945216/ref=sr_1_81?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-81
33,Recettes au Cookeo - Tous en cuisine !,"['Broché  4,99€€']","4,5",113,https://www.amazon.fr//Recettes-Cookeo-Tous-cuisine-COLLECTIF/dp/2263160027/ref=sr_1_82?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-82
34,Mangez bien mangez sain avec Companion,"['Format Kindle 7,99€€', 'Broché 9,95€€']","4,5",138,https://www.amazon.fr//Mangez-bien-mangez-sain-Companion/dp/203597027X/ref=sr_1_83?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-83
35,365 recettes Weight Watchers: légères gourmandes pour tous,"['Broché  35,00€€']","4,2",83,https://www.amazon.fr//365-recettes-Weight-Watchers-gourmandes/dp/2501115147/ref=sr_1_84?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-84
36,Simplissime desserts: Le livre de desserts les + faciles du monde,"['Relié 14,95€€', 'Format Kindle 10,99€€']","4,5",522,https://www.amazon.fr//Simplissime-desserts-livre-faciles-monde/dp/2011356431/ref=sr_1_85?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-85
37,Monsieur Cuisine : 100 recettes inratables pour tous les jours,"['Relié 15,90€€', 'Format Kindle 10,99€€']","4,3",556,https://www.amazon.fr//Monsieur-Cuisine-recettes-inratables-jours/dp/2501149882/ref=sr_1_86?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-86
38,"Jus, smoothies et mocktails 100 recettes fraîcheur","['Relié 5,95€€', 'Format Kindle 4,49€€']","4,3",50,https://www.amazon.fr//Jus-smoothies-mocktails-recettes-fra%C3%AEcheur/dp/2017020079/ref=sr_1_87?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-87
39,150 recettes de super-jus,"['Broché 6,50€€', 'Poche 6,90€€', 'Format Kindle 4,49€€']","4,3",297,https://www.amazon.fr//150-recettes-super-jus-vertus-l%C3%A9gumes/dp/2501139550/ref=sr_1_88?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-88
40,Les enfants cuisinent avec Companion,"['Format Kindle 7,99€€', 'Broché 9,95€€']","4,6",299,https://www.amazon.fr//enfants-cuisinent-avec-Companion/dp/2035970237/ref=sr_1_89?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-89
41,Recettes au robot pâtissier (Ustensilissimo),"['Format Kindle 7,99€€', 'Relié 9,95€€']","4,4",795,https://www.amazon.fr//Recettes-au-robot-p%C3%A2tissier-Ustensilissimo-ebook/dp/B07WHQP522/ref=sr_1_90?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-90
42,Smoothies et cie avec l'Ultrablend cook,"['Format Kindle 7,99€€', 'Broché 9,95€€']","4,5",68,https://www.amazon.fr//Smoothies-cie-avec-lUltrablend-cook/dp/2035955823/ref=sr_1_91?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-91
43,À table dans 20 minutes avec Cookeo,"['Broché 9,95€€']","4,5",554,https://www.amazon.fr//table-dans-minutes-avec-Cookeo/dp/2035955181/ref=sr_1_92?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-92
44,Mes Recettes Délicieuses: Cahier à compléter pour 100 recettes - Livre de cuisine personnalisé à écrire 50 recette - Cahier De Recettes,"['Broché 6,99€€']","4,4",323,https://www.amazon.fr//Mes-Recettes-D%C3%A9licieuses-compl%C3%A9ter-personnalis%C3%A9/dp/1791694713/ref=sr_1_93?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-93
45,On fait quoi pour le dîner ? Light,"['Broché  49,41€€']","4,2",75,https://www.amazon.fr//fait-quoi-pour-d%C3%AEner-Light/dp/2377612431/ref=sr_1_94?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-94
46,Ce soir on reçoit avec Companion,"['Format Kindle 7,99€€', 'Broché 9,95€€']","4,4",298,https://www.amazon.fr//Ce-soir-re%C3%A7oit-Avec-Companion/dp/2295008913/ref=sr_1_95?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-95
47,Robot cuiseur Light,"['Broché 6,95€€']","4,2",49,https://www.amazon.fr//Super-Facile-Robot-cuiseur-Light/dp/2501129172/ref=sr_1_96?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-96
48,"Mon carnet de recettes grand format A4, Cahier de recettes à remplir avec les meilleures recettes de vous: Livre de recette vierge personnalisable pour compléter 55 fiches de recettes cuisine.","['Broché 6,99€€']",None,None,https://www.amazon.fr//carnet-recettes-format-remplir-meilleures/dp/B08CMDMM9C/ref=sr_1_97?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-97
49,"En 1 heure, je cuisine les repas de mes enfants pour toute la semaine","['Broché 24,95€€']","4,1",196,https://www.amazon.fr//heure-cuisine-repas-enfants-semaine/dp/201708445X/ref=sr_1_98?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-98
50,Mes petites recettes magiques à l'autocuiseur,"['Poche 11,09€€']","4,1",60,https://www.amazon.fr//Mes-petites-recettes-magiques-lautocuiseur/dp/B06XXXP1GV/ref=sr_1_99?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-99
51,"Mes recettes de cuisine: Carnet à remplir pour 100 Recettes | noter les ingrédients, les cuissons, vos préparations et astuces de fabrication | 105 Pages | Grand format","['Broché 4,99€€']",None,None,https://www.amazon.fr//Mes-recettes-cuisine-ingr%C3%A9dients-pr%C3%A9parations/dp/B08TLD13VL/ref=sr_1_100?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-100
52,50 Recettes de Smoothies et Jus Verts pour Perdre du Poids et Maigrir: Les meilleurs Jus Verts et Smoothies pour perdre du poids et améliorer votre santé ... naturelles pour améliorer votre santé),"['Format Kindle 4,97€€', 'Broché 9,97€€']","3,9",156,https://www.amazon.fr//Recettes-Smoothies-Verts-Perdre-Maigrir-ebook/dp/B076F4C3N8/ref=sr_1_101?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-101
53,"Jus détox, Eaux détox & Smoothies détox: 50 Recettes détox pour perdre du poids, gagner de l’énergie et être en bonne forme - Eaux infusées, Smoothies minceur et Jus détox (Recettes boisson détox)","['Format Kindle 2,99€€', 'Broché 7,99€€']","3,8",14,https://www.amazon.fr//Jus-d%C3%A9tox-Eaux-Smoothies-Recettes-ebook/dp/B07R3318WT/ref=sr_1_102?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-102
54,50 recettes au robot cuiseur: A moins de 300 calories,"['Format Kindle 1,99€€']","4,2",14,https://www.amazon.fr//50-recettes-robot-cuiseur-calories-ebook/dp/B073BMGL9S/ref=sr_1_103?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-103
55,"Recettes Light: Parce qu’on peut manger bon et équilibré, profiter de la vie sans les calories.","['Format Kindle 4,30€€', 'Broché 9,71€€']",None,None,https://www.amazon.fr//Recettes-Light-%C3%A9quilibr%C3%A9-profiter-calories/dp/B0892HPX7P/ref=sr_1_104?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535335&sr=8-104
56,"Le Régime Cétogène: Perdez du poids efficacement avec le régime cétogène - inclus un programme de 14 jours, idéal aussi bien pour les débutants que pour les connaisseurs","['Format Kindle 3,95€€', 'Broché 7,95€€']","3,7",392,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A09823072S7BINM3N0QL3&url=%2FR%25C3%25A9gime-C%25C3%25A9tog%25C3%25A8ne-efficacement-programme-connaisseurs%2Fdp%2FB087SN2SSW%2Fref%3Dsr_1_105_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brobot%2Brecettes%2Bminceur%26qid%3D1618535335%26sr%3D8-105-spons%26psc%3D1&qualifier=1618535335&id=4249260215195297&widgetName=sp_btf
57,Cuisine Avec Thermomix 150 Recettes Faciles et Rapides,"['Broché 11,95€€', 'Format Kindle 5,99€€']","4,3",13,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A028838222Y5EW4D6REUH&url=%2FCuisine-Thermomix-Recettes-Faciles-Rapides%2Fdp%2FB088S9NKK3%2Fref%3Dsr_1_106_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brobot%2Brecettes%2Bminceur%26qid%3D1618535335%26sr%3D8-106-spons%26psc%3D1&qualifier=1618535335&id=4249260215195297&widgetName=sp_btf
58,Carnet suivi perte de poids | Fitness Edition - 365 jours suivi simple et efficace : Suivre chaque jour l’évolution de vos objectifs minceur ou santé,"['Broché 6,93€€']","3,9",3,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A02591813IXEEY9ZU3PCD&url=%2FCarnet-suivi-perte-poids-Fitness%2Fdp%2FB08HGNS644%2Fref%3Dsr_1_107_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brobot%2Brecettes%2Bminceur%26qid%3D1618535335%26sr%3D8-107-spons%26psc%3D1&qualifier=1618535335&id=4249260215195297&widgetName=sp_btf
59,Régime Alimentaire À Faible Teneur En Glucides Pour Débutants: Le Guide Ultime Du Régime À Faible Teneur En Glucides - Ce Qu'il Faut Manger Et Éviter + 50 Recettes Éprouvées Pour Perdre Du Poids,"['Broché 19,95€€', 'Format Kindle 6,95€€']","4,0",2,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A104685733AO4M1KK0X8I&url=%2FR%25C3%25A9gime-Alimentaire-Faible-Glucides-D%25C3%25A9butants%2Fdp%2F1774351196%2Fref%3Dsr_1_108_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brobot%2Brecettes%2Bminceur%26qid%3D1618535335%26sr%3D8-108-spons%26psc%3D1&qualifier=1618535335&id=4249260215195297&widgetName=sp_btf
60,LA BIBLE DU FOUR: 500 Recettes incontournables Pour cuisiner au quotidien,"['Broché 12,90€€', 'Format Kindle 5,99€€']","3,0",2,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A03089651HHFCTPYGXHLT&url=%2FBIBLE-DU-FOUR-incontournables-quotidien%2Fdp%2FB08FNJK61W%2Fref%3Dsr_1_97_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brobot%2Brecettes%2Bminceur%26qid%3D1618535336%26sr%3D8-97-spons%26psc%3D1&qualifier=1618535336&id=7414747903065541&widgetName=sp_atf_next
61,"Régime Cétogène: Le Guide Complet pour Perdre du Poids, Améliorer votre Mode de Vie Grâce à un Plan Alimentaire Comprenant des Recettes à IG Bas que vous Pourrez Combiner avec le Jeûne Intermittent","['Broché 13,61€€', 'Format Kindle 5,99€€']","4,5",15,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A00500992K18Q98JCLTCE&url=%2FR%25C3%25A9gime-C%25C3%25A9tog%25C3%25A8ne-Alimentaire-Comprenant-Intermittent%2Fdp%2FB08DSSZFV3%2Fref%3Dsr_1_98_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brobot%2Brecettes%2Bminceur%26qid%3D1618535336%26sr%3D8-98-spons%26psc%3D1&qualifier=1618535336&id=7414747903065541&widgetName=sp_atf_next
62,Bowlfood Minceur - Mes petites recettes à index glycémiques bas,"['Broché 14,90€€']","3,7",17,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A05498852YZLWFQYRWK03&url=%2FBowlfood-Minceur-petites-recettes-glyc%25C3%25A9miques%2Fdp%2F2359344749%2Fref%3Dsr_1_99_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brobot%2Brecettes%2Bminceur%26qid%3D1618535336%26sr%3D8-99-spons%26psc%3D1&qualifier=1618535336&id=7414747903065541&widgetName=sp_atf_next
63,Boissons remèdes,"['Broché 10,50€€']","4,7",14,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A08149252LI8N3YNOX2AY&url=%2FBoissons-rem%25C3%25A8des-Anne-Mcintyre%2Fdp%2F2761948297%2Fref%3Dsr_1_100_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brobot%2Brecettes%2Bminceur%26qid%3D1618535336%26sr%3D8-100-spons%26psc%3D1&qualifier=1618535336&id=7414747903065541&widgetName=sp_atf_next
